"E","824-A1","2","0200","REF","01","","","128","8U","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","8X","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","94","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","9A","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","9B","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","9C","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","9D","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","9K","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","9N","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","9R","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","A9","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","AAL","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","AB","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","ADB","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","AZ","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","B3","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","B7","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","BA","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","BB","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","BLT","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","BQ","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","BR","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","BT","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","CE","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","CK","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","CRN","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","CT","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","D3","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","D8","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","D9","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","DD","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","DX","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","E5","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","E9","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","EA","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","EI","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","EJ","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","EL","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","EM","2","0200","2"
"E","824-A1","2","0200","REF","01","","","128","EO","2","0200","2"
